Jucator: 0,name,rating,card_type,position,nation,league,team,PAC,SHO,PAS,DRI,DEF,PHY
1475,Gary Medel,86,flashback-player-sbc,CDM,Chile,Serie A TIM,Bologna,78,68,82,78,85,87
1476,Merino,86,rulebreakers,CM,Spain,LaLiga Santander,Real Sociedad,80,75,84,85,85,86
1477,Moussa Sissoko,86,rulebreakers,CDM,France,Ligue 1 Uber Eats,FC Nantes,82,59,79,86,83,88
1478,Leon Bailey,86,rulebreakers,RM,Jamaica,Premier League,Aston Villa,89,85,85,88,37,69
1479,Emile Smith Rowe,86,rulebreakers,LM,England,Premier League,Arsenal,88,85,82,86,28,76
1480,Wilfried Zaha,86,rulebreakers,LW,Ivory Coast,Premier League,Crystal Palace,93,85,79,83,40,88
1481,Romain Faivre,86,rulebreakers,RM,France,Ligue 1 Uber Eats,OL,87,84,85,85,59,79
1482,Leroy Sané,86,team-of-the-week,CAM,Germany,Bundesliga,FC Bayern München,90,84,83,87,40,69
1483,Dušan Vlahović,86,team-of-the-week,ST,Serbia,Serie A TIM,Juventus,82,87,69,80,30,82
1484,Matthijs de Ligt,86,team-of-the-week,CB,Netherlands,Bundesliga,FC Bayern München,76,60,63,70,86,88
1485,Jude Bellingham,86,team-of-the-week,CM,England,Bundesliga,Borussia Dortmund,77,78,81,86,80,82
1486,Sheraldo Becker,86,rulebreakers,ST,Suriname,Bundesliga,Union Berlin,96,85,82,75,50,85
1487,Sheraldo Becker,86,rulebreakers,ST,Suriname,Bundesliga,Union Berlin,92,85,78,87,45,88
1488,Falcao,86,flashback-player-sbc,ST,Colombia,LaLiga Santander,Rayo Vallecano,86,87,79,84,44,80
1489,Chris Willock,86,rulebreakers,CAM,England,EFL Championship,QPR,81,85,88,87,40,73
1490,Luuk de Jong,86,rulebreakers,ST,Netherlands,Eredivisie,PSV,86,87,81,83,50,75
1491,Sidney Govou,86,fut-heroes,ST,France,Ligue 1 Uber Eats,HERO,89,89,80,88,55,70
1492,Robbie Keane,86,fut-heroes,ST,Republic of Ireland,Premier League,HERO,87,88,76,88,45,76
1493,Park Ji Sung,86,fut-heroes,LM,Korea Republic,Premier League,HERO,85,80,83,85,78,81
1494,Ole Gunnar Solskjær,86,fut-heroes,ST,Norway,Premier League,HERO,85,88,75,84,45,66
1495,Dirk Kuyt,86,fut-heroes,CAM,Netherlands,Eredivisie,HERO,84,88,80,83,70,82
1496,Freddie Ljungberg,86,fut-heroes,LM,Sweden,Premier League,HERO,87,81,82,86,45,77
1497,Landon Donovan,86,fut-heroes,CF,United States,Major League Soccer,HERO,89,86,81,85,46,70
1498,Sami Al Jaber,86,fut-heroes,ST,Saudi Arabia,MBS Pro League,HERO,88,86,75,83,44,71
1499,Aleksandr Mostovoi,86,fut-heroes,CAM,Russia,LaLiga Santander,HERO,78,83,86,88,62,77
1500,Włodzimierz Smolarek,86,fut-heroes,ST,Poland,Bundesliga,HERO,91,85,80,90,41,83
1501,Capdevila,86,fut-heroes,LB,Spain,LaLiga Santander,HERO,84,76,81,79,85,80
1502,Ciro Immobile,86,nif,ST,Italy,Serie A TIM,Latium,85,87,68,80,39,75
1503,Wissam Ben Yedder,86,team-of-the-week,ST,France,Ligue 1 Uber Eats,AS Monaco,83,86,81,90,41,71
1504,Thomas Lemar,86,ucl-road-to-the-knockouts,CM,France,LaLiga Santander,Atlético de Madrid,85,81,86,90,73,70
1505,Raphinha,86,ucl-road-to-the-knockouts,RW,Brazil,LaLiga Santander,FC Barcelona,94,82,81,88,53,77
1506,Bremer,86,ucl-road-to-the-knockouts,CB,Brazil,Serie A TIM,Juventus,81,53,60,69,87,83
1507,Rafael Leão,86,team-of-the-week,LW,Portugal,Serie A TIM,Milan,92,80,76,88,29,77
1508,Federico Valverde,86,potm-laliga-santander,CM,Uruguay,LaLiga Santander,Real Madrid,89,77,82,81,80,82
1509,Cody Gakpo,86,potm-eredivisie,LW,Netherlands,Eredivisie,PSV,89,85,82,87,44,79
1510,Martin Terrier,86,uel-road-to-the-knockouts,LW,France,Ligue 1 Uber Eats,Stade Rennais FC,91,86,82,83,41,77
1511,Robin Gosens,86,ucl-road-to-the-knockouts,LWB,Germany,Serie A TIM,Inter,87,79,80,83,83,84
1512,Franck Yannick Kessié,86,ones-to-watch,CDM,Ivory Coast,LaLiga Santander,FC Barcelona,80,78,77,82,84,89
1513,Moses Simon,86,uel-road-to-the-knockouts,LM,Nigeria,Ligue 1 Uber Eats,FC Nantes,98,80,81,89,43,76
1514,Aurélien Tchouaméni,86,ones-to-watch,CM,France,LaLiga Santander,Real Madrid,75,75,84,83,85,86
1515,Nico Schlotterbeck,86,ones-to-watch,CB,Germany,Bundesliga,Borussia Dortmund,82,60,71,77,88,84
1516,Antony,86,ones-to-watch,RW,Brazil,Premier League,Manchester Utd,96,80,81,89,43,75
1517,Richarlison,86,ones-to-watch,ST,Brazil,Premier League,Spurs,87,85,78,87,59,85
1518,Kai Havertz,86,team-of-the-week,ST,Germany,Premier League,Chelsea,83,82,81,86,47,69
1519,Federico Valverde,86,team-of-the-week,RW,Uruguay,LaLiga Santander,Real Madrid,89,77,82,81,80,82
1520,Patrick Kluivert,86,icon,ST,Netherlands,Icons,Icons,87,83,77,81,37,76
1521,Raúl,86,icon,CF,Spain,Icons,Icons,77,85,80,86,50,71
1522,Andriy Shevchenko,86,icon,ST,Ukraine,Icons,Icons,88,90,67,85,32,71
1523,Michael Owen,86,icon,ST,England,Icons,Icons,84,86,67,85,35,64
1524,Ruud van Nistelrooy,86,icon,ST,Netherlands,Icons,Icons,78,86,70,78,40,75
1525,David Trezeguet,86,icon,ST,France,Icons,Icons,84,86,66,77,40,75
1526,Christian Vieri,86,icon,ST,Italy,Icons,Icons,84,86,70,80,37,81
1527,Henrik Larsson,86,icon,ST,Sweden,Icons,Icons,86,86,74,84,46,72
1528,Patrick Vieira,86,icon,CM,France,Icons,Icons,81,75,80,79,86,89
1529,Ruud Gullit,86,icon,CM,Netherlands,Icons,Icons,80,80,86,82,83,78
1530,Frank Rijkaard,86,icon,CDM,Netherlands,Icons,Icons,70,67,77,75,86,81
1531,Frank Lampard,86,icon,CM,England,Icons,Icons,75,86,85,82,70,76
1532,Steven Gerrard,86,icon,CDM,England,Icons,Icons,70,85,88,78,80,81
1533,Roy Keane,86,icon,CM,Republic of Ireland,Icons,Icons,66,70,81,77,88,87
1534,Wayne Rooney,86,icon,CAM,England,Icons,Icons,83,87,87,86,59,85
1535,John Barnes,86,icon,CAM,England,Icons,Icons,82,83,86,87,61,84
1536,Pavel Nedvěd,86,icon,LM,Czech Republic,Icons,Icons,90,82,84,87,46,77
1537,Juan Sebastián Verón,86,icon,CM,Argentina,Icons,Icons,70,80,85,81,74,79
1538,Michael Ballack,86,icon,CM,Germany,Icons,Icons,72,86,86,78,80,83
1539,Gianluca Zambrotta,86,icon,RWB,Italy,Icons,Icons,91,72,82,84,82,84
1540,Carles Puyol,86,icon,RB,Spain,Icons,Icons,76,45,68,58,88,89
1541,Roberto Carlos,86,icon,LB,Brazil,Icons,Icons,92,80,79,81,81,78
1542,Fernando Hierro,86,icon,CB,Spain,Icons,Icons,75,65,73,71,87,82
1543,Romelu Lukaku,86,rare,ST,Belgium,Serie A TIM,Inter,80,85,75,77,38,82
1544,Christopher Nkunku,86,rare,CF,France,Bundesliga,RB Leipzig,88,81,83,88,65,66
1545,Parejo,86,rare,CM,Spain,LaLiga Santander,Villarreal CF,50,83,90,80,71,68
1546,Marcelo Brozović,86,rare,CDM,Croatia,Serie A TIM,Inter,69,74,81,81,81,78
1547,Thiago Silva,86,rare,CB,Brazil,Premier League,Chelsea,49,54,73,72,87,76
1548,Riyad Mahrez,86,rare,RW,Algeria,Premier League,Manchester City,80,83,81,90,38,60
1549,Raheem Sterling,86,rare,LW,England,Premier League,Chelsea,90,80,78,86,45,67
1550,Vinícius Jr.,86,rare,LW,Brazil,LaLiga Santander,Real Madrid,95,79,74,90,29,67
1551,Milan Škriniar,86,rare,CB,Slovakia,Serie A TIM,Inter,78,41,57,69,88,86
1552,Aymeric Laporte,86,rare,CB,Spain,Premier League,Manchester City,61,50,72,69,86,79
1553,Paulo Dybala,86,rare,CF,Argentina,Serie A TIM,Roma FC,80,85,85,90,40,59
1554,David Alaba,86,rare,CB,Austria,LaLiga Santander,Real Madrid,79,71,83,80,85,77
1555,Bruno Fernandes,86,rare,CAM,Portugal,Premier League,Manchester Utd,72,86,88,81,67,76
1556,Kingsley Coman,86,rare,LM,France,Bundesliga,FC Bayern München,92,77,79,87,30,62
1557,Thiago,86,rare,CM,Spain,Premier League,Liverpool,61,72,87,90,72,69
1558,Nicolò Barella,86,rare,CM,Italy,Serie A TIM,Inter,79,76,83,84,77,81
1559,Sergej Milinković-Savić,86,rare,CM,Serbia,Serie A TIM,Latium,68,80,82,82,79,86
1560,Lautaro Martínez,86,rare,ST,Argentina,Serie A TIM,Inter,83,83,72,85,48,84
1561,Harold Moukoudi,85,domestic-man-of-the-match,CB,Cameroon,Hellas Liga,AEK Athens,58,46,66,63,86,92
1562,Diogo Gonçalves,85,domestic-man-of-the-match,LW,Portugal,3F Superliga,F.C. København,95,84,81,86,80,82
1563,Deniz Türüç,85,domestic-man-of-the-match,RM,Turkey,Süper Lig,Başakşehir,86,83,85,86,70,82
1564,Vincent Janssen,85,domestic-man-of-the-match,ST,Netherlands,1A Pro League,Royal Antwerp FC,88,85,78,84,55,95
1565,Cedric Itten,85,team-of-the-week,ST,Switzerland,Credit Suisse Super League,BSC Young Boys,84,86,78,82,53,90
1566,De Marcos,85,team-of-the-week,RB,Spain,LaLiga Santander,Athletic Club,88,72,83,81,82,85
1567,Nacho Fernández,85,team-of-the-week,LB,Spain,LaLiga Santander,Real Madrid,80,41,73,73,85,83
1568,Leonardo Spinazzola,85,team-of-the-week,LM,Italy,Serie A TIM,Roma FC,94,67,78,83,81,74
1569,Mauro Icardi,85,team-of-the-week,ST,Argentina,Süper Lig,Galatasaray,73,85,74,82,44,77
1570,Giacomo Bonaventura,85,team-of-the-week,CAM,Italy,Serie A TIM,Fiorentina,78,84,87,88,79,74
1571,Toby Alderweireld,85,team-of-the-week,CB,Belgium,1A Pro League,Royal Antwerp FC,60,58,74,71,88,80
1572,Daniel Maldini,85,out-of-position,CB,Italy,Serie A TIM,Spezia,83,61,78,75,87,85
1573,Gregore,85,fut-birthday,CAM,Brazil,Major League Soccer,Inter Miami CF,85,83,87,86,76,85
1574,Sébastien Haller,85,team-of-the-week,ST,Ivory Coast,Bundesliga,Borussia Dortmund,70,84,66,78,55,85
1575,Tim Kleindienst,85,team-of-the-week,ST,Germany,Bundesliga 2,Heidenheim,84,86,74,78,44,95
1576,Andrej Kramarić,85,team-of-the-week,CM,Croatia,Bundesliga,TSG Hoffenheim,76,85,83,88,33,76
1577,Bukayo Saka,85,team-of-the-week,RW,England,Premier League,Arsenal,88,80,82,86,68,68
1578,Patrick Bamford,85,vfua1,ST,England,Premier League,Leeds United,87,83,76,88,48,80
1579,Zakaria Bakkali,85,storyline,LW,Belgium,Eredivisie,RKC Waalwijk,90,85,83,89,37,78
1580,Tim Leibold,85,storyline,LB,Germany,Major League Soccer,Sporting KC,90,68,83,86,81,85
1581,Tiago Ilori,85,storyline,CB,Portugal,Liga Portugal,Paços Ferreira,84,56,69,75,86,87
1582,Saud Abdulhamid,85,squad-foundations,RB,Saudi Arabia,Rest of World,Al Hilal,93,56,76,83,78,82
1583,Medrán,85,squad-foundations,CM,Spain,Rest of World,Al Taawoun,80,82,87,85,83,82
1584,Igor Coronado,85,squad-foundations,CAM,Brazil,Rest of World,Al Ittihad,88,83,83,90,57,69
1585,Denis Bouanga,85,team-of-the-week,ST,Gabon,Major League Soccer,LAFC,94,85,82,86,50,83
1586,Leandro Trossard,85,team-of-the-week,ST,Belgium,Premier League,Arsenal,88,85,84,87,38,70
1587,Gianluca Mancini,85,team-of-the-week,CB,Italy,Serie A TIM,Roma FC,73,50,54,64,85,91
1588,Reiss Nelson,85,team-of-the-week,LW,England,Premier League,Arsenal,92,82,80,87,49,67
1589,Memphis Depay,85,rare,CF,Netherlands,LaLiga Santander,Atlético de Madrid,83,84,82,86,30,79
1590,Florian Wirtz,85,domestic-man-of-the-match,CAM,Germany,Bundesliga,Leverkusen,82,78,84,89,54,63
1591,Lucas Ocampos,85,domestic-man-of-the-match,LW,Argentina,LaLiga Santander,Sevilla FC,85,86,82,86,67,87
1592,Pedro Gonçalves,85,domestic-man-of-the-match,RW,Portugal,Liga Portugal,Sporting CP,82,85,85,88,60,68
1593,Akram Afif,85,world-cup-path-to-glory,LW,Qatar,World Cup,Quatar,94,81,82,86,42,64
1594,Jorginho,85,rare,CM,Italy,Premier League,Arsenal,54,67,86,81,73,73
1595,Rodrygo,85,uefa-champions-league-motm,RW,Brazil,LaLiga Santander,Real Madrid,92,81,78,88,36,61
1596,Reinildo,85,team-of-the-week,LB,Mozambique,LaLiga Santander,Atlético de Madrid,88,60,74,82,85,85
1597,Tuta,85,uefa-champions-league-road-to-the-final,CB,Brazil,Bundesliga,Frankfurt,81,57,76,78,87,87
1598,Raphaël Guerreiro,85,team-of-the-week,LB,Portugal,Bundesliga,Borussia Dortmund,79,80,89,90,79,59
1599,Mateus Uribe,85,team-of-the-week,CM,Colombia,Liga Portugal,FC Porto,80,81,80,83,85,86
1600,Phil Jones,85,flashback-player-sbc,CB,England,Premier League,Manchester Utd,82,53,66,67,83,84
1601,Jonathan Burkardt,85,fut-future-stars,ST,Germany,Bundesliga,1. FSV Mainz 05,93,85,76,88,53,84
1602,Malik Tillman,85,fut-future-stars,ST,United States,cinch Premiership,Rangers,89,87,72,86,40,80
1603,Francesco Acerbi,85,team-of-the-week,CB,Italy,Serie A TIM,Inter,66,53,68,68,88,82
1604,Julian Brandt,85,team-of-the-week,RM,Germany,Bundesliga,Borussia Dortmund,72,82,85,88,51,69
1605,Gaëtan Laborde,85,team-of-the-week,RW,France,Ligue 1 Uber Eats,OGC Nice,80,85,81,84,45,83
1606,Micky van de Ven,85,fut-future-stars,CB,Netherlands,Bundesliga,VfL Wolfsburg,84,50,76,79,85,89
1607,Fran García,85,fut-future-stars,LB,Spain,LaLiga Santander,Rayo Vallecano,91,57,80,81,84,80
1608,Matthias Ginter,85,team-of-the-week,CB,Germany,Bundesliga,SC Freiburg,64,62,75,70,87,83
1609,Enner Valencia,85,team-of-the-week,ST,Ecuador,Süper Lig,Fenerbahçe,95,85,80,85,60,88
1610,Pedro Porro,85,team-of-the-week,RWB,Spain,Liga Portugal,Sporting CP,86,75,81,85,81,83
1611,Lucas Torreira,85,team-of-the-week,CDM,Uruguay,Süper Lig,Galatasaray,78,75,81,85,83,81
1612,André-Franck Zambo An...,85,team-of-the-week,CM,Cameroon,Serie A TIM,Napoli,83,75,77,85,84,88
1613,Marcus Rashford,85,team-of-the-week,LM,England,Premier League,Manchester Utd,91,86,80,85,46,77
1614,Florian Lejeune,85,team-of-the-week,CB,France,LaLiga Santander,Rayo Vallecano,63,65,71,74,85,83
1615,Jonathan David,85,team-of-the-week,ST,Canada,Ligue 1 Uber Eats,LOSC Lille,89,86,78,84,39,78
1616,Rafa,85,fut-centurions,RW,Portugal,Liga Portugal,SL Benfica,94,80,82,90,52,61
1617,Davide Calabria,85,fut-centurions,RB,Italy,Serie A TIM,Milan,87,60,80,80,85,80
1618,Alexis Saelemaekers,85,fut-centurions,RW,Belgium,Serie A TIM,Milan,90,80,85,89,68,78
1619,Cristhian Stuani,85,fut-centurions,ST,Uruguay,LaLiga SmartBank,Girona FC,85,90,80,83,56,92
1620,Ryan Kent,85,fut-centurions,LW,England,cinch Premiership,Rangers,96,80,80,83,48,69
1621,Tammy Abraham,85,team-of-the-week,ST,England,Serie A TIM,Roma FC,86,85,70,82,40,83
1622,Fabian Schär,85,team-of-the-week,CB,Switzerland,Premier League,Newcastle Utd,61,75,79,76,87,84
1623,Ismaël Bennacer,85,team-of-the-week,CDM,Algeria,Serie A TIM,Milan,81,71,84,89,81,80
1624,Makoto Hasebe,85,fut-centurions,CB,Japan,Bundesliga,Frankfurt,78,61,81,79,86,80
1625,Luquinhas,85,ha-fuf8e,LM,Brazil,Major League Soccer,Red Bulls,91,81,82,87,47,69
1626,Florian Neuhaus,85,fut-centurions,CAM,Germany,Bundesliga,M'gladbach,77,80,85,85,71,72
1627,Maximilian Arnold,85,fut-centurions,CDM,Germany,Bundesliga,VfL Wolfsburg,75,85,84,83,82,80
1628,Ricardo Horta,85,team-of-the-week,CAM,Portugal,Liga Portugal,SC Braga,84,86,83,85,47,77
1629,Loïs Openda,85,team-of-the-week,ST,Belgium,Ligue 1 Uber Eats,RC Lens,98,85,78,85,37,86
1630,Silas,85,winter-wildcards,ST,DR Congo,Bundesliga,VfB Stuttgart,95,85,78,88,60,78
1631,Ander Herrera,85,winter-wildcards,CM,Spain,LaLiga Santander,Athletic Club,77,79,83,85,84,81
1632,Marcelino Moreno,85,winter-wildcards,CM,Argentina,Major League Soccer,Atlanta United,84,82,85,88,72,74
1633,Noble Okello,85,winter-wildcards,CDM,Canada,Major League Soccer,Toronto FC,83,76,80,84,82,86
1634,Pedri,85,fk8amxu,CM,Spain,LaLiga Santander,FC Barcelona,79,67,81,87,68,73
1635,Hernâni,85,winter-wildcards,RM,Portugal,Liga Portugal,Rio Ave,90,84,81,86,35,70
1636,Ismaily,85,winter-wildcards,LB,Brazil,Ligue 1 Uber Eats,LOSC Lille,89,70,80,84,83,83
1637,Jonathan Clauss,85,winter-wildcards,RWB,France,Ligue 1 Uber Eats,OM,89,75,99,83,77,77
1638,Reinier,85,winter-wildcards,CAM,Brazil,LaLiga SmartBank,Girona FC,85,84,83,86,45,75
1639,Daniele Verde,85,winter-wildcards,RW,Italy,Serie A TIM,Spezia,90,84,99,85,39,55
1640,Ritsu Doan,85,world-cup-team-of-the-tournament,RM,Japan,Bundesliga,SC Freiburg,90,80,83,90,47,66
1641,Raphaël Guerreiro,85,world-cup-team-of-the-tournament,LB,Portugal,Bundesliga,Borussia Dortmund,85,80,91,90,82,73
1642,Ao Tanaka,85,world-cup-showdown,CDM,Japan,Bundesliga 2,Düsseldorf,81,78,82,84,82,83
1643,Jawad El Yamiq,85,world-cup-showdown,CB,Morocco,LaLiga SmartBank,R. Valladolid CF,88,57,60,69,81,87
1644,Thilo Kehrer,85,world-cup-phenoms,CB,Germany,Premier League,West Ham,84,50,77,78,85,87
1645,Mikkel Damsgaard,85,world-cup-phenoms,LM,Denmark,Premier League,Brentford,93,80,85,90,55,71
1646,Daniel James,85,world-cup-phenoms,ST,Wales,Premier League,Fulham,98,85,78,84,54,77
1647,Axel Witsel,85,world-cup-stories,CDM,Belgium,LaLiga Santander,Atlético de Madrid,78,70,85,83,86,82
1648,Lovro Majer,85,world-cup-stories,CM,Croatia,Ligue 1 Uber Eats,Stade Rennais FC,82,84,86,88,70,72
1649,Piotr Zieliński,85,road-to-world-cup,CAM,Poland,Serie A TIM,Napoli,83,80,83,88,73,64
1650,Gonzalo Montiel,85,road-to-world-cup,RB,Argentina,LaLiga Santander,Sevilla FC,90,66,76,81,81,86
1651,Christian Eriksen,85,road-to-world-cup,CAM,Denmark,Premier League,Manchester Utd,77,84,92,87,57,61
1652,Walker Zimmerman,85,road-to-world-cup,CB,United States,Major League Soccer,Nashville SC,79,60,65,68,84,88
1653,Mateo Kovačić,85,world-cup-showdown,CM,Croatia,Premier League,Chelsea,78,77,84,89,76,76
1654,Leandro Trossard,85,world-cup-showdown,LM,Belgium,Premier League,Brighton,88,84,83,87,37,70
1655,Jesús Corona,85,road-to-world-cup,RW,Mexico,LaLiga Santander,Sevilla FC,86,80,83,90,74,71
1656,William Carvalho,85,world-cup-showdown,CDM,Portugal,LaLiga Santander,Real Betis,76,73,82,80,82,89
1657,José María Giménez,85,world-cup-showdown,CB,Uruguay,LaLiga Santander,Atlético de Madrid,75,48,59,63,87,86
1658,Salem Al Dawsari,85,world-cup-path-to-glory,LW,Saudi Arabia,Rest of World,Al Hilal,91,80,77,88,60,86
1659,Borna Sosa,85,ha-fuf8e,LB,Croatia,Bundesliga,VfB Stuttgart,88,60,85,85,81,80
1660,Ellyes Skhiri,85,world-cup-path-to-glory,CDM,Tunisia,Bundesliga,1. FC Köln,75,78,77,81,86,81
1661,Sardar Azmoun,85,world-cup-path-to-glory,ST,Iran,Bundesliga,Leverkusen,84,82,75,83,45,79
1662,Davy Klaassen,85,world-cup-showdown,CAM,Netherlands,Eredivisie,Ajax,77,85,79,83,81,85
1663,Abdou Diallo,85,world-cup-showdown,CB,Senegal,Bundesliga,RB Leipzig,78,47,78,80,85,84
1664,Nikola Vlašić,85,ha-fuf8e,LM,Croatia,Serie A TIM,Torino,90,83,82,88,54,78
1665,Lee Jae Sung,85,world-cup-star,CM,Korea Republic,Bundesliga,1. FSV Mainz 05,79,81,85,86,75,81
1666,Gerard Moreno,85,world-cup-player,ST,Spain,World Cup,Spain,78,86,77,83,46,72
1667,Gonzalo Plata,85,world-cup-path-to-glory,RM,Ecuador,LaLiga SmartBank,R. Valladolid CF,94,80,81,87,47,76
1668,Filip Kostić,85,world-cup-player,LM,Serbia,World Cup,Serbia,84,78,82,82,68,80
1669,Cyle Larin,85,ha-fuf8e,ST,Canada,1A Pro League,Club Brugge,87,86,76,82,36,88
1670,İlkay Gündoğan,85,world-cup-player,CM,Germany,World Cup,Germany,64,80,85,85,72,72
1671,Sergio Busquets,85,world-cup-player,CDM,Spain,World Cup,Spain,42,62,79,79,82,73
1672,Marco Reus,85,world-cup-player,CAM,Germany,World Cup,Germany,70,84,84,85,53,65
1673,Munir,85,world-cup-star,LW,Morocco,LaLiga Santander,Getafe CF,90,84,83,86,39,76
1674,Jonathan Osorio,85,world-cup-path-to-glory,CM,Canada,Major League Soccer,Toronto FC,80,76,81,85,75,81
1675,Tajon Buchanan,85,ha-fuf8e,RM,Canada,1A Pro League,Club Brugge,97,80,78,85,70,75
1676,Paul Pogba,85,world-cup-player,CM,France,World Cup,France,67,80,85,85,62,80
1677,Pedri,85,world-cup-player,CM,Spain,World Cup,Spain,79,67,81,87,68,73
1678,Bartosz Bereszyński,85,world-cup-star,RB,Poland,Serie A TIM,Sampdoria,90,65,76,80,80,83
1679,Yannick Carrasco,85,world-cup-player,LM,Belgium,World Cup,Belgium,89,82,80,87,53,67
1680,Niklas Süle,85,world-cup-player,CB,Germany,World Cup,Germany,71,48,66,59,85,83
1681,Jordi Alba,85,world-cup-player,LB,Spain,World Cup,Spain,84,70,82,82,77,70
1682,Kieffer Moore,85,world-cup-star,ST,Wales,Premier League,AFC Bournemouth,85,84,78,83,51,87
1683,Lee Dong Jun,85,ha-fuf8e,RM,Korea Republic,Bundesliga,Hertha Berlin,90,80,78,87,50,77
1684,Bryan Oviedo,85,world-cup-path-to-glory,LB,Costa Rica,Major League Soccer,Real Salt Lake,86,72,80,83,80,83
1685,Lee Kang In,85,ha-fuf8e,CAM,Korea Republic,LaLiga Santander,RCD Mallorca,84,85,87,86,42,70
1686,Kyle Walker,85,world-cup-player,RB,England,World Cup,England,91,63,77,78,80,82
1687,Takuma Asano,85,world-cup-star,RW,Japan,Bundesliga,VfL Bochum,91,82,81,84,37,76
1688,Phil Foden,85,world-cup-player,LW,England,World Cup,England,82,78,81,88,56,60
1689,Memphis Depay,85,world-cup-player,CF,Netherlands,World Cup,Holland,83,84,82,86,30,79
1690,Marcos Acuña,85,world-cup-player,LB,Argentina,World Cup,Argentina,76,74,83,87,80,83
1691,Serge Gnabry,85,world-cup-player,RM,Germany,World Cup,Germany,82,84,79,85,43,69
1692,Matthijs de Ligt,85,world-cup-player,CB,Netherlands,World Cup,Holland,75,59,61,69,84,87
1693,Miguel Almirón,85,potm-premier-league,RW,Paraguay,Premier League,Newcastle Utd,93,82,81,86,60,70
1694,Bremer,85,team-of-the-week,CB,Brazil,Serie A TIM,Juventus,80,52,59,68,86,82
1695,Theo Hernández,85,world-cup-player,LB,France,World Cup,France,93,72,76,81,78,83
1696,Shinji Kagawa,85,flashback-player-sbc,CAM,Japan,1A Pro League,Sint-Truiden,85,84,83,85,55,54
1697,Nikolas Nartey,85,ha-fuf8e,CM,Denmark,Bundesliga,VfB Stuttgart,83,70,82,85,81,84
1698,Jacob Bruun Larsen,85,ha-fuf8e,LW,Denmark,Bundesliga,TSG Hoffenheim,91,83,81,86,60,78
1699,Lucas Vázquez,85,out-of-position,CAM,Spain,LaLiga Santander,Real Madrid,86,81,83,84,80,78
1700,Denzel Dumfries,85,out-of-position,CB,Netherlands,Serie A TIM,Inter,84,68,76,76,81,91
1701,Callum Hudson-Odoi,85,out-of-position,LWB,England,Bundesliga,Leverkusen,89,74,82,90,80,73
1702,Emmanuel Gyasi,85,ha-fuf8e,RM,Ghana,Serie A TIM,Spezia,90,82,76,86,50,78
1703,Alfred Duncan,85,ha-fuf8e,CM,Ghana,Serie A TIM,Fiorentina,82,73,81,83,82,87
1704,Cristhian Stuani,85,ha-fuf8e,ST,Uruguay,LaLiga SmartBank,Girona FC,81,87,78,80,55,90
1705,Alfonso Espino,85,ha-fuf8e,LB,Uruguay,LaLiga Santander,Cádiz CF,90,66,76,78,81,85
1706,Ivan Toney,85,rulebreakers,ST,England,Premier League,Brentford,88,86,80,81,60,80
1707,Ángel Correa,85,team-of-the-week,RM,Argentina,LaLiga Santander,Atlético de Madrid,87,86,80,89,52,77
1708,Maxence Lacroix,85,rulebreakers,CB,France,Bundesliga,VfL Wolfsburg,83,36,70,69,85,84
1709,Javier Hernández,85,rulebreakers,ST,Mexico,Major League Soccer,LA Galaxy,87,86,74,73,38,75
1710,Alex Telles,85,player-moments,LB,Brazil,LaLiga Santander,Sevilla FC,88,80,86,82,82,78
1711,Victor Osimhen,85,team-of-the-week,ST,Nigeria,Serie A TIM,Napoli,92,85,68,80,42,83
1712,Antoine Griezmann,85,team-of-the-week,ST,France,LaLiga Santander,Atlético de Madrid,83,84,85,87,54,75
1713,Ousmane Dembélé,85,team-of-the-week,RW,France,LaLiga Santander,FC Barcelona,94,80,82,89,38,59
1714,Stefan Posch,85,ha-fuf8e,CB,Austria,Serie A TIM,Bologna,83,40,60,55,85,83
1715,Marko Arnautović,85,ha-fuf8e,ST,Austria,Serie A TIM,Bologna,83,86,82,82,47,85
1716,Dodô,85,rulebreakers,RB,Brazil,Serie A TIM,Fiorentina,90,68,80,74,85,81
1717,David Raum,85,rulebreakers,LWB,Germany,Bundesliga,RB Leipzig,90,62,80,85,84,75
1718,Clint Dempsey,85,fut-heroes,CAM,United States,Major League Soccer,HERO,82,86,81,85,47,80
